CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,TotalAmount
1334,56774,16-02-2023 09:00,9,21.02,189.18
1541,57431,16-02-2023 10:00,6,80.17,481.02
1758,51230,16-02-2023 11:00,9,66.6,599.4
1105,59076,16-02-2023 12:00,3,59.13,177.39
1562,53805,16-02-2023 13:00,5,20.92,104.6
1080,56419,16-02-2023 14:00,2,84.59,169.18
1132,55750,16-02-2023 15:00,5,96.27,481.35
1796,53856,16-02-2023 16:00,8,8.88,71.04
1899,53135,16-02-2023 17:00,2,12.41,24.82
1137,56953,16-02-2023 18:00,8,89.05,712.4
1183,59116,16-02-2023 19:00,4,82.48,329.92
1400,56034,16-02-2023 20:00,1,63.7,63.7
1329,54589,16-02-2023 21:00,5,94.77,473.85
1784,51546,16-02-2023 22:00,1,66.41,66.41
1507,56065,16-02-2023 23:00,7,25.52,178.64
1851,51094,17-02-2023 00:00,8,74.22,593.76
1983,52411,17-02-2023 01:00,3,66.34,199.02
1068,52617,17-02-2023 02:00,3,98.65,295.95
1545,58954,17-02-2023 03:00,7,25.32,177.24
1773,54145,17-02-2023 04:00,4,61.8,247.2
1052,52775,17-02-2023 05:00,3,79.12,237.36
1449,56628,17-02-2023 06:00,8,37.2,297.6
1204,53155,17-02-2023 07:00,3,41.07,123.21
1125,53970,17-02-2023 08:00,7,89.35,625.45
1746,57972,17-02-2023 09:00,2,43.4,86.8
1042,58775,17-02-2023 10:00,1,64.35,64.35
1751,55415,17-02-2023 11:00,6,89.48,536.88
1970,54331,17-02-2023 12:00,8,24.93,199.44
1882,51942,17-02-2023 13:00,1,98.28,98.28
1110,56026,17-02-2023 14:00,9,71.69,645.21
1760,58301,17-02-2023 15:00,3,52.13,156.39
1662,50191,17-02-2023 16:00,3,45.94,137.82
1182,59095,17-02-2023 17:00,4,95.66,382.64
1847,50861,17-02-2023 18:00,1,24.54,24.54
1094,56711,17-02-2023 19:00,9,34.61,311.49
1970,59275,17-02-2023 20:00,3,34.24,102.72
1373,50649,17-02-2023 21:00,4,32.46,129.84
1911,54134,17-02-2023 22:00,1,49.51,49.51
1519,57587,17-02-2023 23:00,4,98.97,395.88
1899,58828,18-02-2023 00:00,1,89.43,89.43
1359,51036,18-02-2023 01:00,5,36.16,180.8
1899,54131,18-02-2023 02:00,5,45.17,225.85
1695,52148,18-02-2023 03:00,7,68.6,480.2
1280,55457,18-02-2023 04:00,8,6.63,53.04
1194,56079,18-02-2023 05:00,4,82.91,331.64
1863,52430,18-02-2023 06:00,7,88.58,620.06
1194,51879,18-02-2023 07:00,4,86.43,345.72
1666,57542,18-02-2023 08:00,3,40.63,121.89
1092,52011,18-02-2023 09:00,6,48.89,293.34
1671,53373,18-02-2023 10:00,4,6.18,24.72
1945,57357,18-02-2023 11:00,3,42.94,128.82
1060,51289,18-02-2023 12:00,9,48.74,438.66
1633,51447,18-02-2023 13:00,5,91.16,455.8
1050,53199,18-02-2023 14:00,7,89.93,629.51
1402,56381,18-02-2023 15:00,6,96.78,580.68
1788,57522,18-02-2023 16:00,5,89.08,445.4
1004,56059,18-02-2023 17:00,7,5.78,40.46
1465,53183,18-02-2023 18:00,6,65.94,395.64
1603,55462,18-02-2023 19:00,2,11.48,22.96
1681,53216,18-02-2023 20:00,3,30.9,92.7
1828,53136,18-02-2023 21:00,2,59.94,119.88
1533,53318,18-02-2023 22:00,3,71.56,214.68
1404,52782,18-02-2023 23:00,1,67.19,67.19
1837,59182,19-02-2023 00:00,8,9.66,77.28
1512,57657,19-02-2023 01:00,6,14.84,89.04
1644,54920,19-02-2023 02:00,2,17.22,34.44
1232,56324,19-02-2023 03:00,8,13.68,109.44
1523,56327,19-02-2023 04:00,6,21.93,131.58
1345,58417,19-02-2023 05:00,7,70.41,492.87
1045,50776,19-02-2023 06:00,1,83.93,83.93
1545,55208,19-02-2023 07:00,7,43.84,306.88
1944,50687,19-02-2023 08:00,3,70.81,212.43
1077,50529,19-02-2023 09:00,8,24,192
1729,55067,19-02-2023 10:00,6,97.46,584.76
1812,58080,19-02-2023 11:00,4,38.25,153
1922,55518,19-02-2023 12:00,8,85.36,682.88
1072,52153,19-02-2023 13:00,9,94.81,853.29
1793,59486,19-02-2023 14:00,2,87.15,174.3
1248,56094,19-02-2023 15:00,6,11.37,68.22
1046,56974,19-02-2023 16:00,5,66.78,333.9
1120,59718,19-02-2023 17:00,5,16.41,82.05
1213,54774,19-02-2023 18:00,3,5.54,16.62
1238,57692,19-02-2023 19:00,8,9.92,79.36
1055,53103,19-02-2023 20:00,8,92.03,736.24
1349,52440,19-02-2023 21:00,5,91.3,456.5
1106,54135,19-02-2023 22:00,8,26.45,211.6
1830,57124,19-02-2023 23:00,8,56.97,455.76
1047,55201,20-02-2023 00:00,3,95.73,287.19
1572,50844,20-02-2023 01:00,2,52.19,104.38
1336,50446,20-02-2023 02:00,9,42.39,381.51
1025,53915,20-02-2023 03:00,2,50.91,101.82
1803,53109,20-02-2023 04:00,9,80.07,720.63
1256,51234,20-02-2023 05:00,4,50.34,201.36
1007,56587,20-02-2023 06:00,2,79.41,158.82
1624,50226,20-02-2023 07:00,1,46.01,46.01
1866,54143,20-02-2023 08:00,4,28.94,115.76
1252,57185,20-02-2023 09:00,9,36.01,324.09
1691,55558,20-02-2023 10:00,9,12.39,111.51
1718,50186,20-02-2023 11:00,4,52.25,209
1302,52535,20-02-2023 12:00,9,19.07,171.63
1638,51932,20-02-2023 13:00,6,82.1,492.6
1055,59040,20-02-2023 14:00,1,44.96,44.96
1725,52032,20-02-2023 15:00,6,77.68,466.08
1525,51252,20-02-2023 16:00,9,95.67,861.03
1473,55509,20-02-2023 17:00,2,85.7,171.4
1027,55074,20-02-2023 18:00,6,95.39,572.34
1982,51881,20-02-2023 19:00,2,58.95,117.9
1077,50269,20-02-2023 20:00,4,20.71,82.84
1215,51630,20-02-2023 21:00,8,93.86,750.88
1385,54405,20-02-2023 22:00,7,87.51,612.57
1364,56139,20-02-2023 23:00,9,87.12,784.08
1665,51574,21-02-2023 00:00,7,70.86,496.02
1525,51695,21-02-2023 01:00,1,64.37,64.37
1698,53258,21-02-2023 02:00,2,6.4,12.8
1311,53262,21-02-2023 03:00,6,76.07,456.42
1882,51445,21-02-2023 04:00,7,13.7,95.9
1006,56263,21-02-2023 05:00,3,29.68,89.04
1002,58411,21-02-2023 06:00,9,57.39,516.51
1622,50052,21-02-2023 07:00,7,47.91,335.37
1918,59949,21-02-2023 08:00,6,6.5,39
1749,55570,21-02-2023 09:00,6,83.28,499.68
1362,57579,21-02-2023 10:00,1,88.49,88.49
1750,51666,21-02-2023 11:00,5,69.78,348.9
1507,56901,21-02-2023 12:00,3,56.4,169.2
1273,52785,21-02-2023 13:00,7,96.27,673.89
1505,50719,21-02-2023 14:00,3,16.4,49.2
1805,58597,21-02-2023 15:00,5,75.1,375.5
1738,56855,21-02-2023 16:00,7,17.19,120.33
1882,52294,21-02-2023 17:00,3,41.28,123.84
1014,58263,21-02-2023 18:00,2,60.62,121.24
1191,59421,21-02-2023 19:00,6,75.02,450.12
1984,59759,21-02-2023 20:00,8,5.35,42.8
1630,54482,21-02-2023 21:00,4,29.76,119.04
1484,50698,21-02-2023 22:00,9,56.13,505.17
1027,57243,21-02-2023 23:00,8,55.62,444.96
1713,59018,22-02-2023 00:00,7,65.57,458.99
1038,55918,22-02-2023 01:00,7,33.87,237.09
1952,50348,22-02-2023 02:00,3,56.35,169.05
1272,55374,22-02-2023 03:00,6,23.03,138.18
1230,57869,22-02-2023 04:00,5,22.75,113.75
1085,50307,22-02-2023 05:00,1,59.77,59.77
1473,53416,22-02-2023 06:00,3,70.12,210.36
1125,54820,22-02-2023 07:00,1,16.44,16.44
1811,53558,22-02-2023 08:00,4,16.67,66.68
1536,54478,22-02-2023 09:00,3,58.7,176.1
1144,56531,22-02-2023 10:00,4,30.66,122.64
1524,54620,22-02-2023 11:00,9,42.28,380.52
1211,52985,22-02-2023 12:00,3,43.07,129.21
1024,58112,22-02-2023 13:00,6,21.96,131.76
1579,58467,22-02-2023 14:00,6,5.12,30.72
1393,52547,22-02-2023 15:00,7,86.05,602.35
1066,50336,22-02-2023 16:00,9,72.93,656.37
1232,52979,22-02-2023 17:00,7,70.6,494.2
1108,53968,22-02-2023 18:00,1,56.92,56.92
1145,50910,22-02-2023 19:00,8,71.59,572.72
1110,51996,22-02-2023 20:00,5,93.89,469.45
1227,53129,22-02-2023 21:00,9,68.24,614.16
1110,55447,22-02-2023 22:00,5,30.18,150.9
1469,56129,22-02-2023 23:00,5,59.2,296
1033,55850,23-02-2023 00:00,2,47.02,94.04
1622,54204,23-02-2023 01:00,3,57.86,173.58
1775,57446,23-02-2023 02:00,9,54.17,487.53
1935,58519,23-02-2023 03:00,7,86.58,606.06
1368,59991,23-02-2023 04:00,1,66.92,66.92
1747,50314,23-02-2023 05:00,3,22.93,68.79
1594,51134,23-02-2023 06:00,2,10.99,21.98
1553,54876,23-02-2023 07:00,1,45.31,45.31
1424,58102,23-02-2023 08:00,9,6.48,58.32
1612,59712,23-02-2023 09:00,8,35.24,281.92
1517,58347,23-02-2023 10:00,5,39.96,199.8
1691,55592,23-02-2023 11:00,2,40.68,81.36
1281,51724,23-02-2023 12:00,1,98.04,98.04
1319,53343,23-02-2023 13:00,7,33.87,237.09
1737,50886,23-02-2023 14:00,2,30.2,60.4
1442,50721,23-02-2023 15:00,1,17.29,17.29
1951,57678,23-02-2023 16:00,2,53.55,107.1
1314,59104,23-02-2023 17:00,7,19.6,137.2
1876,53357,23-02-2023 18:00,7,63.55,444.85
1965,50870,23-02-2023 19:00,6,19.74,118.44
1740,56751,23-02-2023 20:00,5,59.78,298.9
1376,50497,23-02-2023 21:00,3,83.5,250.5
1288,51756,23-02-2023 22:00,3,9.04,27.12
1436,51117,23-02-2023 23:00,9,44.88,403.92
1661,52828,24-02-2023 00:00,4,48.8,195.2
1276,51647,24-02-2023 01:00,9,80.15,721.35
1709,56992,24-02-2023 02:00,4,49.45,197.8
1581,56771,24-02-2023 03:00,2,58.92,117.84
1502,50142,24-02-2023 04:00,4,80.16,320.64
1623,52761,24-02-2023 05:00,6,58.18,349.08
1515,53435,24-02-2023 06:00,6,39.04,234.24
1349,56622,24-02-2023 07:00,5,13.16,65.8
1842,57069,24-02-2023 08:00,1,74.34,74.34
1445,54512,24-02-2023 09:00,3,87.76,263.28
1829,51848,24-02-2023 10:00,5,97.16,485.8
1349,52696,24-02-2023 11:00,6,93.03,558.18
1606,51717,24-02-2023 12:00,1,80.75,80.75
1663,53072,24-02-2023 13:00,9,66.13,595.17
1822,59259,24-02-2023 14:00,3,79.24,237.72
1136,52786,24-02-2023 15:00,3,46.05,138.15
1758,53791,24-02-2023 16:00,2,61.5,123
1898,59480,24-02-2023 17:00,8,38.13,305.04
1242,53871,24-02-2023 18:00,3,36.04,108.12
1542,51806,24-02-2023 19:00,6,76.89,461.34
1039,51504,24-02-2023 20:00,2,48.12,96.24
1228,53308,24-02-2023 21:00,7,25.16,176.12
1547,57117,24-02-2023 22:00,4,24.18,96.72
1919,55048,24-02-2023 23:00,9,86.62,779.58
1222,58263,25-02-2023 00:00,9,69.39,624.51
1005,51690,25-02-2023 01:00,7,56.87,398.09
1321,59536,25-02-2023 02:00,8,43.09,344.72
1467,53303,25-02-2023 03:00,3,45.93,137.79
1731,53113,25-02-2023 04:00,5,10.46,52.3
1074,59074,25-02-2023 05:00,2,48.22,96.44
1003,57850,25-02-2023 06:00,7,80.57,563.99
1846,56416,25-02-2023 07:00,8,41.86,334.88
1645,51504,25-02-2023 08:00,9,41.44,372.96
1117,58924,25-02-2023 09:00,7,6.49,45.43
1880,59940,25-02-2023 10:00,8,48.49,387.92
1605,53924,25-02-2023 11:00,9,7.41,66.69
1503,58615,25-02-2023 12:00,6,59.18,355.08
1997,59783,25-02-2023 13:00,2,53.14,106.28
1946,54485,25-02-2023 14:00,2,84.8,169.6
1573,58100,25-02-2023 15:00,4,60.27,241.08
1440,58684,25-02-2023 16:00,9,35.73,321.57
1193,50191,25-02-2023 17:00,7,54.04,378.28
1846,58690,25-02-2023 18:00,2,71.47,142.94
1714,54917,25-02-2023 19:00,8,13.93,111.44
1391,55831,25-02-2023 20:00,7,64,448
1025,59448,25-02-2023 21:00,9,92.08,828.72
1434,54322,25-02-2023 22:00,8,33.42,267.36
1172,56999,25-02-2023 23:00,3,64.53,193.59
1299,59008,26-02-2023 00:00,1,83.03,83.03
1644,57282,26-02-2023 01:00,2,53.62,107.24
1325,59665,26-02-2023 02:00,2,73.21,146.42
1409,59278,26-02-2023 03:00,4,34.55,138.2
1117,51874,26-02-2023 04:00,6,34.08,204.48
1835,59062,26-02-2023 05:00,4,68.42,273.68
1786,54763,26-02-2023 06:00,9,72.01,648.09
1723,58464,26-02-2023 07:00,4,94.02,376.08
1224,59221,26-02-2023 08:00,6,26.36,158.16
1531,51051,26-02-2023 09:00,6,49.48,296.88
1112,59765,26-02-2023 10:00,1,28.8,28.8
1139,57538,26-02-2023 11:00,8,12.61,100.88
1558,57411,26-02-2023 12:00,3,43.31,129.93
1000,56320,26-02-2023 13:00,6,40.54,243.24
1089,52105,26-02-2023 14:00,3,30.69,92.07
1653,50307,26-02-2023 15:00,2,33.21,66.42
1319,57737,26-02-2023 16:00,5,39.24,196.2
1549,53359,26-02-2023 17:00,1,98.94,98.94
1804,53176,26-02-2023 18:00,9,79.38,714.42
1893,51251,26-02-2023 19:00,7,11.78,82.46
1138,55366,26-02-2023 20:00,3,87.88,263.64
1510,51517,26-02-2023 21:00,4,65.16,260.64
1867,56226,26-02-2023 22:00,6,89.61,537.66
1844,55305,26-02-2023 23:00,3,37.46,112.38
1258,59570,27-02-2023 00:00,7,49.13,343.91
1672,55869,27-02-2023 01:00,6,90.14,540.84
1901,58039,27-02-2023 02:00,9,30.89,278.01
1689,54891,27-02-2023 03:00,5,91.97,459.85
1009,54992,27-02-2023 04:00,4,83.71,334.84
1260,51961,27-02-2023 05:00,3,98.15,294.45
1918,52863,27-02-2023 06:00,1,35.8,35.8
1649,56603,27-02-2023 07:00,3,27.4,82.2
1171,54567,27-02-2023 08:00,3,36.43,109.29
1897,56513,27-02-2023 09:00,7,95.69,669.83
1012,54005,27-02-2023 10:00,7,36.64,256.48
1167,59114,27-02-2023 11:00,1,58.7,58.7
1641,50183,27-02-2023 12:00,3,43.35,130.05
1595,57755,27-02-2023 13:00,8,42.64,341.12
1320,53358,27-02-2023 14:00,9,23.37,210.33
1318,56615,27-02-2023 15:00,7,56.02,392.14
1612,59590,27-02-2023 16:00,7,85.69,599.83
1328,56797,27-02-2023 17:00,8,9.7,77.6
1784,58728,27-02-2023 18:00,6,89.48,536.88
1776,57678,27-02-2023 19:00,3,68.22,204.66
1970,55698,27-02-2023 20:00,1,63.59,63.59
1910,51273,27-02-2023 21:00,7,64.46,451.22
1919,56653,27-02-2023 22:00,1,33.15,33.15
1549,51096,27-02-2023 23:00,1,44.44,44.44
1418,59497,28-02-2023 00:00,9,80.93,728.37
1605,59107,28-02-2023 01:00,7,34.11,238.77
1094,58002,28-02-2023 02:00,4,49.65,198.6
1816,54247,28-02-2023 03:00,6,6.87,41.22
1580,59220,28-02-2023 04:00,1,74.69,74.69
1317,55314,28-02-2023 05:00,7,44.68,312.76
1955,53354,28-02-2023 06:00,6,54.91,329.46
1235,50270,28-02-2023 07:00,4,15.9,63.6
1945,51186,28-02-2023 08:00,7,99.21,694.47
1333,56305,28-02-2023 09:00,3,33.73,101.19
1884,52398,28-02-2023 10:00,1,65.32,65.32
1375,56995,28-02-2023 11:00,4,60.22,240.88
1458,57299,28-02-2023 12:00,3,79.58,238.74
1136,54182,28-02-2023 13:00,1,32.91,32.91
1929,59903,28-02-2023 14:00,2,76.81,153.62
1587,52230,28-02-2023 15:00,5,41.34,206.7
1994,56511,28-02-2023 16:00,8,44.06,352.48
1546,50128,28-02-2023 17:00,1,68.91,68.91
1512,59461,28-02-2023 18:00,4,79.51,318.04
1295,53672,28-02-2023 19:00,4,68.35,273.4
1319,59793,28-02-2023 20:00,5,90.49,452.45
1917,54765,28-02-2023 21:00,7,32.09,224.63
1571,53970,28-02-2023 22:00,8,90.56,724.48
1831,57545,28-02-2023 23:00,6,17.43,104.58
1348,55552,01-03-2023 00:00,1,67.66,67.66
1839,50627,01-03-2023 01:00,7,57.02,399.14
1778,56589,01-03-2023 02:00,3,51.99,155.97
1872,52044,01-03-2023 03:00,6,34.54,207.24
1228,52341,01-03-2023 04:00,8,52.85,422.8
1269,55884,01-03-2023 05:00,7,20.37,142.59
1827,58185,01-03-2023 06:00,6,40.09,240.54
1797,50249,01-03-2023 07:00,9,14.37,129.33
1290,52925,01-03-2023 08:00,9,59.33,533.97
1724,55043,01-03-2023 09:00,1,14.1,14.1
1164,50974,01-03-2023 10:00,1,20.23,20.23
1004,59517,01-03-2023 11:00,1,13.12,13.12
1850,57192,01-03-2023 12:00,8,41.22,329.76
1378,59175,01-03-2023 13:00,7,84.99,594.93
1077,59080,01-03-2023 14:00,3,91.16,273.48
1409,52672,01-03-2023 15:00,2,11.83,23.66
1573,57279,01-03-2023 16:00,4,65.28,261.12
1131,57531,01-03-2023 17:00,3,70.02,210.06
1600,59518,01-03-2023 18:00,7,55.71,389.97
1748,58662,01-03-2023 19:00,8,68.36,546.88
1041,51987,01-03-2023 20:00,6,27.2,163.2
1088,50090,01-03-2023 21:00,3,51.52,154.56
1401,58721,01-03-2023 22:00,6,42.13,252.78
1295,54059,01-03-2023 23:00,2,13.52,27.04
1839,52773,02-03-2023 00:00,7,64.43,451.01
1294,59878,02-03-2023 01:00,7,52.05,364.35
1615,58383,02-03-2023 02:00,4,31.14,124.56
1525,57409,02-03-2023 03:00,8,50,400
1799,54440,02-03-2023 04:00,4,78.65,314.6
1690,57347,02-03-2023 05:00,7,81.16,568.12
1636,51008,02-03-2023 06:00,4,66.7,266.8
1421,53783,02-03-2023 07:00,5,49.44,247.2
1864,56646,02-03-2023 08:00,7,59.7,417.9
1022,54298,02-03-2023 09:00,3,41.58,124.74
1574,54668,02-03-2023 10:00,5,17.02,85.1
1142,54287,02-03-2023 11:00,3,41.63,124.89
1992,52052,02-03-2023 12:00,5,55.38,276.9
1664,56009,02-03-2023 13:00,3,61.89,185.67
1144,51716,02-03-2023 14:00,7,93.9,657.3
1224,50310,02-03-2023 15:00,1,78.85,78.85
1502,54538,02-03-2023 16:00,9,19.44,174.96
1961,51260,02-03-2023 17:00,9,21.55,193.95
1973,53932,02-03-2023 18:00,5,14.55,72.75
1820,50584,02-03-2023 19:00,9,75.13,676.17
1615,57616,02-03-2023 20:00,6,72.08,432.48
1103,58551,02-03-2023 21:00,5,98.7,493.5
1946,52866,02-03-2023 22:00,3,54.59,163.77
1038,55898,02-03-2023 23:00,8,83.51,668.08
1946,52011,03-03-2023 00:00,4,59.76,239.04
1197,56251,03-03-2023 01:00,3,88.04,264.12
1645,54939,03-03-2023 02:00,6,73.5,441
1578,54006,03-03-2023 03:00,8,66.07,528.56
1390,51625,03-03-2023 04:00,9,58.69,528.21
1178,50890,03-03-2023 05:00,6,73.68,442.08
1967,56078,03-03-2023 06:00,5,44.87,224.35
1553,57036,03-03-2023 07:00,2,14.17,28.34
1447,58923,03-03-2023 08:00,2,8.8,17.6
1499,53961,03-03-2023 09:00,9,50.51,454.59
1014,52504,03-03-2023 10:00,2,61.93,123.86
1622,58806,03-03-2023 11:00,2,12.49,24.98
1668,53806,03-03-2023 12:00,3,32.26,96.78
1288,56100,03-03-2023 13:00,3,35.59,106.77
1477,51719,03-03-2023 14:00,4,58.47,233.88
1230,56686,03-03-2023 15:00,7,31.46,220.22
1922,51587,03-03-2023 16:00,9,14.09,126.81
1419,57000,03-03-2023 17:00,2,20.66,41.32
1156,59803,03-03-2023 18:00,4,21.53,86.12
1549,50896,03-03-2023 19:00,9,85.06,765.54
1440,55558,03-03-2023 20:00,2,32.01,64.02
1096,58469,03-03-2023 21:00,1,72.9,72.9
1996,54647,03-03-2023 22:00,8,58.94,471.52
1410,59828,03-03-2023 23:00,9,97.82,880.38
1950,52432,04-03-2023 00:00,7,30.92,216.44
1288,53904,04-03-2023 01:00,8,20.05,160.4
1253,56837,04-03-2023 02:00,4,9.94,39.76
1195,51449,04-03-2023 03:00,4,27.89,111.56
1597,54500,04-03-2023 04:00,2,69.99,139.98
1833,55454,04-03-2023 05:00,8,13.1,104.8
1521,59424,04-03-2023 06:00,2,28.25,56.5
1516,54117,04-03-2023 07:00,9,86.25,776.25
1634,58869,04-03-2023 08:00,4,60.38,241.52
1841,52028,04-03-2023 09:00,1,11.6,11.6
1864,56845,04-03-2023 10:00,4,9.53,38.12
1117,53758,04-03-2023 11:00,3,10.81,32.43
1805,55904,04-03-2023 12:00,6,94.48,566.88
1908,54624,04-03-2023 13:00,7,85.74,600.18
1158,58848,04-03-2023 14:00,8,85.27,682.16
1814,50165,04-03-2023 15:00,2,92.8,185.6
1227,54591,04-03-2023 16:00,6,53,318
1876,50589,04-03-2023 17:00,6,28.5,171
1215,54524,04-03-2023 18:00,5,43.13,215.65
1947,52821,04-03-2023 19:00,7,73.29,513.03
1695,56509,04-03-2023 20:00,3,88.22,264.66
1014,57693,04-03-2023 21:00,4,46.33,185.32
1156,59454,04-03-2023 22:00,9,55.86,502.74
1647,50071,04-03-2023 23:00,4,93.52,374.08
1260,53580,05-03-2023 00:00,3,15.21,45.63
1156,57962,05-03-2023 01:00,2,86.92,173.84
1046,50268,05-03-2023 02:00,5,20.13,100.65
1323,59968,05-03-2023 03:00,4,50.97,203.88
1843,52462,05-03-2023 04:00,8,25.75,206
1684,59460,05-03-2023 05:00,7,62.28,435.96
1129,51015,05-03-2023 06:00,6,58.06,348.36
1410,59275,05-03-2023 07:00,2,41.1,82.2
1094,57984,05-03-2023 08:00,3,87.01,261.03
1626,50406,05-03-2023 09:00,9,67.68,609.12
1754,57384,05-03-2023 10:00,9,73.51,661.59
1931,56049,05-03-2023 11:00,5,19.31,96.55
1291,56169,05-03-2023 12:00,3,88.9,266.7
1793,57982,05-03-2023 13:00,2,20.87,41.74
1810,50985,05-03-2023 14:00,8,26.16,209.28
1282,54485,05-03-2023 15:00,6,17.17,103.02
1068,58901,05-03-2023 16:00,7,46.83,327.81
1659,52618,05-03-2023 17:00,1,89.33,89.33
1010,56289,05-03-2023 18:00,1,28.98,28.98
1253,59603,05-03-2023 19:00,2,40.51,81.02
1841,56928,05-03-2023 20:00,3,85.38,256.14
1871,55368,05-03-2023 21:00,1,63.69,63.69
1549,54621,05-03-2023 22:00,5,76.4,382
1133,59677,05-03-2023 23:00,3,25.33,75.99
1711,57566,06-03-2023 00:00,1,73.07,73.07
1022,54670,06-03-2023 01:00,8,26.62,212.96
1814,57658,06-03-2023 02:00,6,98.79,592.74
1345,51003,06-03-2023 03:00,9,58.19,523.71
1301,57504,06-03-2023 04:00,3,71.09,213.27
1362,52466,06-03-2023 05:00,9,16.25,146.25
1395,51939,06-03-2023 06:00,9,28.81,259.29
1217,51635,06-03-2023 07:00,1,18.28,18.28
1140,59890,06-03-2023 08:00,3,42.07,126.21
1615,58095,06-03-2023 09:00,6,31.99,191.94
1957,56265,06-03-2023 10:00,8,74.63,597.04
1209,51895,06-03-2023 11:00,4,15.33,61.32
1984,56524,06-03-2023 12:00,5,76.45,382.25
1992,51073,06-03-2023 13:00,9,9.34,84.06
1622,55184,06-03-2023 14:00,6,24.19,145.14
1615,52402,06-03-2023 15:00,7,80.24,561.68
1827,54895,06-03-2023 16:00,7,75.56,528.92
1682,57331,06-03-2023 17:00,4,50.25,201
1459,59343,06-03-2023 18:00,4,9.75,39
1355,51956,06-03-2023 19:00,4,62.94,251.76
1323,57023,06-03-2023 20:00,5,43.64,218.2
1132,53907,06-03-2023 21:00,5,35.07,175.35
1887,50807,06-03-2023 22:00,8,65.84,526.72
1804,58378,06-03-2023 23:00,9,46.48,418.32
1839,54827,07-03-2023 00:00,2,13.78,27.56
1126,54524,07-03-2023 01:00,7,92.02,644.14
1105,59499,07-03-2023 02:00,1,78.96,78.96
1603,52284,07-03-2023 03:00,1,10.36,10.36
1798,55313,07-03-2023 04:00,4,54.88,219.52
1377,50757,07-03-2023 05:00,7,12.92,90.44
1904,54887,07-03-2023 06:00,2,84.54,169.08
1050,53854,07-03-2023 07:00,2,63.24,126.48
1028,53558,07-03-2023 08:00,1,21.38,21.38
1461,59772,07-03-2023 09:00,2,6.97,13.94
1295,50961,07-03-2023 10:00,7,8,56
1296,53847,07-03-2023 11:00,9,53.2,478.8
1725,56726,07-03-2023 12:00,6,74.77,448.62
1778,53575,07-03-2023 13:00,2,16.48,32.96
1406,59067,07-03-2023 14:00,9,26.02,234.18
1768,52418,07-03-2023 15:00,7,36.09,252.63
1813,54198,07-03-2023 16:00,1,25.72,25.72
1612,51001,07-03-2023 17:00,9,42.18,379.62
1404,55244,07-03-2023 18:00,2,58.16,116.32
1345,57119,07-03-2023 19:00,4,70.07,280.28
1621,54066,07-03-2023 20:00,9,96.56,869.04
1419,52845,07-03-2023 21:00,4,93.43,373.72
1181,59673,07-03-2023 22:00,3,59.16,177.48
1982,58849,07-03-2023 23:00,1,74.74,74.74
1824,55316,08-03-2023 00:00,7,95.33,667.31
1000,50422,08-03-2023 01:00,6,12.93,77.58
1830,56715,08-03-2023 02:00,4,5.54,22.16
1949,54266,08-03-2023 03:00,6,7.83,46.98
1566,57549,08-03-2023 04:00,6,58.52,351.12
1370,56316,08-03-2023 05:00,4,77.47,309.88
1935,52710,08-03-2023 06:00,6,39.87,239.22
1910,58644,08-03-2023 07:00,8,56.8,454.4
1660,58069,08-03-2023 08:00,3,54.05,162.15
1430,51657,08-03-2023 09:00,4,14,56
1968,52541,08-03-2023 10:00,1,35.55,35.55
1308,56763,08-03-2023 11:00,4,6.85,27.4
1136,53075,08-03-2023 12:00,9,15.52,139.68
1201,53164,08-03-2023 13:00,8,82.13,657.04
1435,52053,08-03-2023 14:00,4,83.79,335.16
1312,58479,08-03-2023 15:00,7,81.18,568.26
1116,55737,08-03-2023 16:00,3,74.05,222.15
1665,53217,08-03-2023 17:00,9,80.36,723.24
1936,51447,08-03-2023 18:00,4,68.74,274.96
1802,56009,08-03-2023 19:00,2,68.63,137.26
1574,50607,08-03-2023 20:00,5,68.4,342
1243,54552,08-03-2023 21:00,2,53.83,107.66
1536,51764,08-03-2023 22:00,6,39.52,237.12
1601,59417,08-03-2023 23:00,1,74.37,74.37
1074,59427,09-03-2023 00:00,6,33.37,200.22
1805,59221,09-03-2023 01:00,4,56.58,226.32
1385,52671,09-03-2023 02:00,3,46.17,138.51
1902,56519,09-03-2023 03:00,2,31.28,62.56
1209,53962,09-03-2023 04:00,7,97.6,683.2
1474,53177,09-03-2023 05:00,9,29.58,266.22
1417,53722,09-03-2023 06:00,3,34.38,103.14
1346,54906,09-03-2023 07:00,6,20.35,122.1
1528,57263,09-03-2023 08:00,9,83.18,748.62
1639,55054,09-03-2023 09:00,2,60.73,121.46
1938,59667,09-03-2023 10:00,7,63.24,442.68
1954,50808,09-03-2023 11:00,5,82.95,414.75
1875,59170,09-03-2023 12:00,5,37.58,187.9
1762,50725,09-03-2023 13:00,7,23.4,163.8
1178,57701,09-03-2023 14:00,9,23.85,214.65
1181,51216,09-03-2023 15:00,4,74.6,298.4
1663,54051,09-03-2023 16:00,9,63.34,570.06
1024,52197,09-03-2023 17:00,9,24.6,221.4
1966,52806,09-03-2023 18:00,4,18.78,75.12
1179,58970,09-03-2023 19:00,3,16.47,49.41
1709,50972,09-03-2023 20:00,2,64.64,129.28
1500,55634,09-03-2023 21:00,9,5.01,45.09
1855,57483,09-03-2023 22:00,2,6.74,13.48
